circulo,partido,nome,tipo
Açores,MPT,Céline Marques Simões,efetivo
Açores,MPT,Maria Cristina do Sacramento Vieira Lopes,suplente
Açores,MPT,Jorge Manuel Fernandes Figueiral,suplente
Açores,PAN,Pedro Miguel Vicente Neves,efetivo
Açores,PAN,Marlene Susana Raposo Dâmaso,efetivo
Açores,PAN,Sónia Alexandra Ramalho Domingos,efetivo
Açores,PAN,Alexandre Miguel Dias Costa,efetivo
Açores,PAN,Mafalda Bairos Pais,efetivo
Açores,PAN,Regina Pires dos Santos,suplente
Açores,PAN,Dinarte Manuel Andrade Pimentel,suplente
Açores,PAN,Maria do Rosário da Silva Ferreira,suplente
Açores,PCP-PEV,António José Salgado Almeida,efetivo
Açores,PCP-PEV,Paula Rocha Peixoto Decq Mota,efetivo
Açores,PCP-PEV,Vítor Nelson Garcia da Silva,efetivo
Açores,PCP-PEV,Vera Mónica Pacheco Correia,efetivo
Açores,PCP-PEV,Rui Pedro Santos Teixeira,efetivo
Açores,PCP-PEV,Luísa Maria Valadão Corvelo,suplente
Açores,PCP-PEV,Marco José Moura Coelho,suplente
Açores,PCP-PEV,Diana Maria Brasil Ourique,suplente
Açores,PCP-PEV,Ernesto Manuel Araújo Rodrigues,suplente
Açores,PCP-PEV,Maria Alvarina da Silva Ferreira Céu,suplente
Açores,PCTP/MRPP,José Afonso Moureira de Lourdes,efetivo
Açores,PCTP/MRPP,Pedro Albergaria Leite Pacheco,efetivo
Açores,PCTP/MRPP,Ludovina de Lurdes Correia da Silva Gomes,efetivo
Açores,PCTP/MRPP,Pedro Miguel Machado Vultão,efetivo
Açores,PCTP/MRPP,Silvia de Jesus Resende do Rego,efetivo
Açores,PCTP/MRPP,Dália Maria Cabral Pereira Pimentel,suplente
Açores,PCTP/MRPP,João Carlos Cabral Vieira,suplente
Açores,PCTP/MRPP,Maria de Fátima Picanço de Melo Gonçalves,suplente
Açores,PCTP/MRPP,Manuel Inácio Soares,suplente
Açores,PDR,Sandra Paula Correia Tavares Furtado Soares,efetivo
Açores,PDR,Ulisses José Teixeira da Cunha Coelho,efetivo
Açores,PDR,Marco António dos Santos Abrantes,efetivo
Açores,PDR,Maria da Ascensão Jardim,efetivo
Açores,PDR,Marília Alexandra Tavares Furtado Garcia,efetivo
Açores,PDR,Pedro Jorge Jardim Soares,suplente
Açores,PDR,António Furtado Soares,suplente
Açores,PDR,Elizabeth Carreiro Almeida Soares,suplente
Açores,PDR,Manuel Dias,suplente
Açores,PNR,Roque Manuel da Silva Gaio e Melo de Almeida,efetivo
Açores,PNR,Luis de Utra Machado Pinto Coelho,efetivo
Açores,PNR,Fernanda Cristina Duarte da Fonseca Calado,efetivo
Açores,PNR,Mónica Alexandra Ramos Martins,efetivo
Açores,PNR,Manuel António Bastos da Costa,efetivo
Açores,PNR,Susana Lavado Gonçalves Pedro Rodrigues,suplente
Açores,PNR,Gabriel Linho Leça Ferreira,suplente
Açores,PNR,Vitor Manuel Custódio Saraiva,suplente
Açores,PNR,Maria Helena Ferro Martins Vieira Dias,suplente
Açores,PNR,Tiago Fernandes de Figueiredo,suplente
Açores,PPD/PSD,Paulo Alexandre Luis Botelho Moniz,efetivo
Açores,PPD/PSD,António Lima Cardoso Ventura,efetivo
Açores,PPD/PSD,Ilídia Maria da Silva Fialho Quadrado,efetivo
Açores,PPD/PSD,Vitória Carolina Sousa da Silva,efetivo
Açores,PPD/PSD,Márcio Herberto Andrade Silva,efetivo
Açores,PPD/PSD,Humberta Maria Brum Bettencourt,suplente
Açores,PPD/PSD,Valdemiro Adolfo dos Santos Vasconcelos,suplente
Açores,PPD/PSD,Pedro Miguel Teixeira Carreira Coutinho,suplente
Açores,PPD/PSD,Ana Cláudia Bettencourt Amarante Veríssimo,suplente
Açores,PPD/PSD,Susana Alexandra Gomes Soares,suplente
Açores,PPM,Paulo Jorge Abraços Estevão,efetivo
Açores,PPM,Manuel Humberto Lopes São João,efetivo
Açores,PPM,Anabela Alves Mendonça Ferreira,efetivo
Açores,PPM,Tomás Lopes Cavalheiro Ponce Dentinho,efetivo
Açores,PPM,Edgardo Costa Madeira,efetivo
Açores,PPM,Deolinda Rosa Machado Vieira Estevão,suplente
Açores,PPM,Orlando Mendes Emílio,suplente
Açores,PPM,Fátima Pimentel Câmara Pereira,suplente
Açores,PPM,Paulo Alexandre de Lima Dias,suplente
Açores,PPM,Cármen Silva Dutra Andrade Martins,suplente
Açores,PS,Isabel Maria Duarte de Almeida Rodrigues,efetivo
Açores,PS,Lara Fernandes Martinho,efetivo
Açores,PS,João Fernando Brum de Azevedo Castro,efetivo
Açores,PS,Maria Isabel Góis Teixeira,efetivo
Açores,PS,Sofia Fernandes Ávila de Lima,efetivo
Açores,PS,Vasco Henrique da Costa Nunes Faria Paulos,suplente
Açores,PS,Maria Gabriela dos Santos,suplente
Açores,PS,Joana Pombo Sousa Tavares,suplente
Açores,PS,Flávio Augusto Ribeiro Pereira Alves,suplente
Açores,PS,Óscar Manuel Valentim da Rocha,suplente
Açores,PTP,Maria Celina Fernandes Vicente Mendonça,efetivo
Açores,PTP,Guida Silvina da Silva das Almas,efetivo
Açores,PTP,Samuel Firmino Carvalho Mendonça,efetivo
Açores,PTP,Cátia Patricia Abreu Ferraz,efetivo
Açores,PTP,João Carlos Freitas de Jesus,efetivo
Açores,PTP,David José Barcelos Mendonça,suplente
Açores,PTP,Maria Liliana Martins Ferreira Pereira,suplente
Açores,PTP,José Alberto Figueira da Faria,suplente
Aveiro,A,Fernando Delgado Pereira dos Santos,efetivo
Aveiro,A,Alberto Oliveira Malta,efetivo
Aveiro,A,Maria de Fátima Teixeira Degues Andrade de Oliveira,efetivo
Aveiro,A,Mário Barbosa Fernandes,efetivo
Aveiro,A,Maria de Lurdes Oliveira Trindade Fernandes,efetivo
Aveiro,A,João Miguel Gomes Costa,efetivo
Aveiro,A,António Alberto Lebre de Freitas,efetivo
Aveiro,A,Lurdes Isabel Trindade Fernandes,efetivo
Aveiro,A,Mário Martins da Silva,efetivo
Aveiro,A,Ana Alexandra Faria da Silva,efetivo
Aveiro,A,Armando Carlos da Silva Grave,efetivo
Aveiro,A,Ricardo Jorge Arada Borges Moreira,efetivo
Aveiro,A,Cristina de Jesus Coutinho Soares,efetivo
Aveiro,A,Ricardo Jorge dos Santos Pereira da Novoa,efetivo
Aveiro,A,Sara Rodrigues da Costa,efetivo
Aveiro,A,Ana Bela Correia Nogueira,efetivo
Aveiro,A,Fernando Esteves de Matos,suplente
Aveiro,A,Maria Madalena Oliveira da Silva Malta,suplente
Aveiro,A,Isidro Ferreira de Oliveira Fernandes,suplente
Aveiro,A,Elisa Manuela Godinho de Paiva,suplente
Aveiro,A,José António Paiva da Silva,suplente
Aveiro,BE,Moisés Salvador Coelho Ferreira,efetivo
Aveiro,BE,Nelson Ricardo Esteves Peralta,efetivo
Aveiro,BE,Salomé Almeida Ventura,efetivo
Aveiro,BE,Maria da Conceição de Castro Soares,efetivo
Aveiro,BE,Rui André Alves Soares,efetivo
Aveiro,BE,Ana Luzia Quintela dos Santos Cruz,efetivo
Aveiro,BE,Paulo Renato Ferreira Pinto de Oliveira,efetivo
Aveiro,BE,Jacqueline Ferreira Marques,efetivo
Aveiro,BE,Paulo António Pereira de Oliveira,efetivo
Aveiro,BE,Ana Rita Carmona Fernandes,efetivo
Aveiro,BE,Ricardo Jorge Borges Doria Duarte,efetivo
Aveiro,BE,Fernanda Maria dos Santos Lopes,efetivo
Aveiro,BE,Nuno Miguel Pinto Serrano,efetivo
Aveiro,BE,Rita Alexandra Monteiro Baptista,efetivo
Aveiro,BE,Clara Romana Fernandes Ferreira,efetivo
Aveiro,BE,Pedro Luís Alves Ferreira,efetivo
Aveiro,BE,Tetiana Eismont,suplente
Aveiro,BE,Bruno Micael Valente Couto,suplente
Aveiro,BE,José Manuel da Silva Jesus,suplente
Aveiro,BE,Florinda de Oliveira Arpa,suplente
Aveiro,BE,Jerónimo dos Santos Dias,suplente
Aveiro,CDS-PP,João Rodrigo Pinho de Almeida,efetivo
Aveiro,CDS-PP,António Carlos Bivar Branco de Penha Monteiro,efetivo
Aveiro,CDS-PP,Maria do Céu Pereira Sarabando Marques,efetivo
Aveiro,CDS-PP,Manuel Miguel Pinheiro Paiva,efetivo
Aveiro,CDS-PP,José António Nogueira Souto Amaro Pereira,efetivo
Aveiro,CDS-PP,Ana Rita Ferreira de Jesus,efetivo
Aveiro,CDS-PP,Ângelo Manuel Andrade Santos,efetivo
Aveiro,CDS-PP,Ana Salomé de Oliveira Castanheira,efetivo
Aveiro,CDS-PP,Pedro Miguel de Oliveira Rodrigues Vieira,efetivo
Aveiro,CDS-PP,Hugo António da Silva Nunes,efetivo
Aveiro,CDS-PP,Sandra Marisa Queiroz Ferreira da Silva,efetivo
Aveiro,CDS-PP,Ricardo Manuel Tavares da Silva,efetivo
Aveiro,CDS-PP,António Manuel Valente de Sousa,efetivo
Aveiro,CDS-PP,Sandra Cristina Calisto Roque,efetivo
Aveiro,CDS-PP,Nuno Tiago Rodrigues Guedes Marques,efetivo
Aveiro,CDS-PP,Silvia da Graça Rodrigues,efetivo
Aveiro,CDS-PP,Luís Miguel Capão Filipe,suplente
Aveiro,CDS-PP,Isabel Teresa Correia Vieira Gomes Nogueira Martel,suplente
Aveiro,CDS-PP,Carla Alexandra Oliveira Faustino,suplente
Aveiro,CDS-PP,Carlos Alberto Resende e Silva,suplente
Aveiro,CDS-PP,Sérgio Miguel dos Santos Soares,suplente
Aveiro,CH,Karina Marques Marques,efetivo
Aveiro,CH,Johana Elisa Hernandêz Gerardi,efetivo
Aveiro,CH,Jonny Marques Oliveira,efetivo
Aveiro,CH,Maria Dulce Simões Santiago Miranda,efetivo
Aveiro,CH,Julia da Costa Pinho,efetivo
Aveiro,CH,Carolina dos Santos Correia,efetivo
Aveiro,CH,Pedro Leitão da Cunha,efetivo
Aveiro,CH,Rafaela Úrsula Almeida Duarte,efetivo
Aveiro,CH,Raul Pinto da Silva,efetivo
Aveiro,CH,João António Soares Gomes,efetivo
Aveiro,CH,António Carlos Lopes Rocha,efetivo
Aveiro,CH,Ana Isabel Costa Santos,efetivo
Aveiro,CH,António Marques Viana,efetivo
Aveiro,CH,Alfredo Manuel Saraiva Correia,efetivo
Aveiro,CH,Ana Cristina Dias de Oliveira,efetivo
Aveiro,CH,Daniel Caetano Lima Castro,efetivo
Aveiro,CH,Manuel Joaquim Almeida Alves,suplente
Aveiro,CH,Maria de Fátima Almeida Casqueira,suplente
Aveiro,CH,Fernando da Costa Marques,suplente
Aveiro,IL,Márcio Cristiano Oliveira Santos,efetivo
Aveiro,IL,Daniel Eduardo Ferreira Melo,efetivo
Aveiro,IL,Diana Reis Pereira Moura Ricardo,efetivo
Aveiro,IL,Mário Lucio da Silva Santos,efetivo
Aveiro,IL,Ana Filipa Barros da Silva Freitas Meira,efetivo
Aveiro,IL,Roberto Medeiros Neto,efetivo
Aveiro,IL,Ana Marisa Pereira de Oliveira,efetivo
Aveiro,IL,Luís Miguel Toscano Carneiro,efetivo
Aveiro,IL,Rosa Maria Ricardo Paradela,efetivo
Aveiro,IL,Miguel António Marques Gomes,efetivo
Aveiro,IL,Joana Raquel Rodrigues Pereira,efetivo
Aveiro,IL,João Manuel Resende Reis,efetivo
Aveiro,IL,Olívia Márcia de Pinho Coelho,efetivo
Aveiro,IL,Paulo Tiago Melo Cardoso da Fonseca,efetivo
Aveiro,IL,Sara Cristina da Costa Oliveira,efetivo
Aveiro,IL,Nuno Domingues Costeira,efetivo
Aveiro,IL,Ana Sofia Figueiredo de Carvalho,suplente
Aveiro,IL,Sandro Bruno Mendes Ribeiro,suplente
Aveiro,IL,Maria Eduarda Cerdeira Marmelo e Silva,suplente
Aveiro,IL,Daniela Sofia Mendes Ribeiro,suplente
Aveiro,JPP,Jaime Manuel da Silva Pinho,efetivo
Aveiro,JPP,Maria de Fátima Ferreira Milheiro Nunes Pereira,efetivo
Aveiro,JPP,Paulo Jorge Gonçalves Paiva de Oliveira,efetivo
Aveiro,JPP,Xavier Moreira Gomes,efetivo
Aveiro,JPP,Liliana Andreia Ribeiro Viana,efetivo
Aveiro,JPP,Luis Filipe Ferreira Marçal,efetivo
Aveiro,JPP,Carlos Alberto Moreira Caseira,efetivo
Aveiro,JPP,Maria Susana Andrade Lopes Freitas,efetivo
Aveiro,JPP,Ana Isabel Silva Caseira,efetivo
Aveiro,JPP,João Pedro Mota Rodrigues,efetivo
Aveiro,JPP,Pedro Alexandre Silva Cardoso,efetivo
Aveiro,JPP,Maria Lurdes da Silva Vita,efetivo
Aveiro,JPP,Fábio Gabriel Ribeiro Ferreira,efetivo
Aveiro,JPP,Miguel José Oliveira Gonçalves,efetivo
Aveiro,JPP,Ana Mafalda Correia Rodrigues,efetivo
Aveiro,JPP,Pedro Tiago da Silva Pinho,efetivo
Aveiro,JPP,Jaime Filipe da Silva Amorim,suplente
Aveiro,JPP,Maria João Gouveia Luis Olim,suplente
Aveiro,JPP,José Alberto Ribeiro Leal,suplente
Aveiro,JPP,Ana Paula Correia Rodrigues Sousa,suplente
Aveiro,L,José Bernardo Vilhena Julio Marques Vidal,efetivo
Aveiro,L,Joana Ferreira Filipe,efetivo
Aveiro,L,António Veríssimo Caneira,efetivo
Aveiro,L,Anisabel Mendes Teles da Fonseca,efetivo
Aveiro,L,Sérgio Miguel Pita Antão,efetivo
Aveiro,L,Cristina Maria Ramalheira de Araújo,efetivo
Aveiro,L,João Quintela Santos,efetivo
Aveiro,L,Ana Luís Cerqueira Brinca Moreira,efetivo
Aveiro,L,Pedro Manuel Abrantes Lourenço Valente,efetivo
Aveiro,L,Carlota Pereira de Almeida Carlos,efetivo
Aveiro,L,João David Barata Rodrigues,efetivo
Aveiro,L,Filipa Vilhena Julio Marques Vidal,efetivo
Aveiro,L,Luis Artur Nunes Rodrigues,efetivo
Aveiro,L,Joana da Costa Martins,efetivo
Aveiro,L,Luis Fonseca Lisboa,efetivo
Aveiro,L,Luisa Madail Pimentel,efetivo
Aveiro,L,Paulo Miguel Guerreiro Teixeira Viana,suplente
Aveiro,L,Sara Soares Marques Proença,suplente
Aveiro,MPT,Raul Isidro da Silva de Oliveira Rodrigues,efetivo
Aveiro,MPT,Isabel Maria Pedro Diniz Barros,efetivo
Aveiro,MPT,José Rafael Rodrigues Ferreira,efetivo
Aveiro,MPT,José Francisco da Silva Araújo,efetivo
Aveiro,MPT,Eduardo Nogueira Andrade,efetivo
Aveiro,MPT,Isabel Paulino Rocha,efetivo
Aveiro,MPT,Maria Raquel Paulino Rocha,efetivo
Aveiro,MPT,Nuno Miguel Prates Ferreira,efetivo
Aveiro,MPT,Manuel António Henriques Dourado Sanches,efetivo
Aveiro,MPT,Aurélio Ribeiro Coelho,efetivo
Aveiro,MPT,Irene Dinis Barros,efetivo
Aveiro,MPT,Filipe Nuno Mendonça Dionisio,efetivo
Aveiro,MPT,Elisabete Costa Alves,efetivo
Aveiro,MPT,Agostinho Miguel Dias Madalena,efetivo
Aveiro,MPT,Teresa Maria Rodrigues Gouveia,efetivo
Aveiro,MPT,Ana Margarida Pita Carvalho Teixeira Madalena,efetivo
Aveiro,MPT,Maria de Lourdes Júlia Figueiredo Ferreira,suplente
Aveiro,MPT,António Gaspar Gouveia Teixeira,suplente
Aveiro,NC,Humberto Manuel Maia Cales da Silva,efetivo
Aveiro,NC,António Inácio Cales da Silva,efetivo
Aveiro,NC,Lídia Maria de Oliveira Domingos dos Reis,efetivo
Aveiro,NC,José Ribeiro Flores,efetivo
Aveiro,NC,Antonio Miguel Ferreira Oliveira Domingos Reis,efetivo
Aveiro,NC,Maria Luis Pinho Ribeiro,efetivo
Aveiro,NC,António Manuel Pereira de Jesus,efetivo
Aveiro,NC,Manuel Alberto dos Santos Londreira,efetivo
Aveiro,NC,Isabel Maia Pimentel Esteves,efetivo
Aveiro,NC,Ana Sofia Mendes Gonçalves,efetivo
Aveiro,NC,Joaquim Fernando Devesas da Rocha Santos,efetivo
Aveiro,NC,Aldina Duarte Borges,efetivo
Aveiro,NC,Carlos Manuel Pereira da Cunha,efetivo
Aveiro,NC,Pedro Miguel da Silva Cunha Rodrigues,efetivo
Aveiro,NC,Teresa Maria de Castro Pinho Ribeiro,efetivo
Aveiro,NC,Maria Manuela Caldeira de Sousa,efetivo
Aveiro,NC,Maria Fernanda Lourenço Pereira,suplente
Aveiro,NC,António Oliveira Faria,suplente
Aveiro,PAN,Filipe Furtado de Antas de Almeida Cayolla,efetivo
Aveiro,PAN,Andrea Carla Gonçalves Domingos,efetivo
Aveiro,PAN,Marta Elisa dos Santos Dutra,efetivo
Aveiro,PAN,Pedro Filipe Oliveira Rodrigues,efetivo
Aveiro,PAN,Margarida Sofia Batista Antunes Rosa,efetivo
Aveiro,PAN,José Fernando Rendeiro de Oliveira,efetivo
Aveiro,PAN,Ana Teresa da Silva Gonçalves,efetivo
Aveiro,PAN,João Miguel Pereira de Almeida,efetivo
Aveiro,PAN,Ana Cristina da Silva Maia,efetivo
Aveiro,PAN,Miguel Filipe Wilson Pinto Roby Ataíde,efetivo
Aveiro,PAN,Denise Alexandra Leal Machado,efetivo
Aveiro,PAN,Ricardo Antonio de Miranda Gaspar,efetivo
Aveiro,PAN,Cindy Sofia dos Santos Alves Ribeiro Sabença,efetivo
Aveiro,PAN,Eduardo Manuel Correia da Silva,efetivo
Aveiro,PAN,Isabel Maria Brito Portugal Raposo,efetivo
Aveiro,PAN,Vasco Calixto Coelho Ferreira,efetivo
Aveiro,PAN,Ana Amélia Ferreira Roxo,suplente
Aveiro,PAN,Carlos Alberto Tavares Ferreira Correia,suplente
Aveiro,PAN,Nuno Miguel Santos Furtado da Rocha Vide,suplente
Aveiro,PAN,Raquel Soraia Cerqueira Peixoto Ala dos Reis,suplente
Aveiro,PAN,Virgilio António Couceiro da Cruz Nogueira,suplente
Aveiro,PCP-PEV,Miguel Lopes Batista Viegas,efetivo
Aveiro,PCP-PEV,Ana Margarida dos Santos Valente,efetivo
Aveiro,PCP-PEV,Adelino da Silva Nunes Pereira,efetivo
Aveiro,PCP-PEV,Isabel Cristina Pereira de Sousa Gomes,efetivo
Aveiro,PCP-PEV,Francisco Manuel da Cunha Gonçalves,efetivo
Aveiro,PCP-PEV,Fausto Manuel da Silva Neves,efetivo
Aveiro,PCP-PEV,Juliana Filipa Carvalho da Silva,efetivo
Aveiro,PCP-PEV,Bruno Rafael Pereira Correia,efetivo
Aveiro,PCP-PEV,Cláudia Susana Lima Pereira,efetivo
Aveiro,PCP-PEV,Maria de Fátima das Neves Guimarães,efetivo
Aveiro,PCP-PEV,João Miguel Canas Tavares,efetivo
Aveiro,PCP-PEV,Sara Cristiana Figueiredo Martins,efetivo
Aveiro,PCP-PEV,António Manuel de Figueiredo Vidal,efetivo
Aveiro,PCP-PEV,Maria Alice Domingues Caetano,efetivo
Aveiro,PCP-PEV,Lara Manuela Guedes de Pinho,efetivo
Aveiro,PCP-PEV,Antonio Nogueira das Neves,efetivo
Aveiro,PCP-PEV,João da Silva e Sousa,suplente
Aveiro,PCP-PEV,Margarida Martins da Costa Henriques Flores,suplente
Aveiro,PCP-PEV,João Carlos Portugal de Almeida Fernandes,suplente
Aveiro,PCP-PEV,José Fernando Pereira Ramos,suplente
Aveiro,PCP-PEV,Maria Rosa de Sousa Oliveira Alves,suplente
Aveiro,PCTP/MRPP,João Manuel Valente Pinto,efetivo
Aveiro,PCTP/MRPP,Margarida Andreia Gomes dos Santos,efetivo
Aveiro,PCTP/MRPP,Nelson Moreira das Neves,efetivo
Aveiro,PCTP/MRPP,Rúben Manuel de Almeida Carvalho,efetivo
Aveiro,PCTP/MRPP,Cristina Marques Oliveira,efetivo
Aveiro,PCTP/MRPP,Sérgio Nuno Pereira Dias,efetivo
Aveiro,PCTP/MRPP,Ana Madalena Guimarães de Lemos,efetivo
Aveiro,PCTP/MRPP,José Paulo Ferreira Monteiro Rebocho,efetivo
Aveiro,PCTP/MRPP,Ulisses Jorge Curado Figueiredo,efetivo
Aveiro,PCTP/MRPP,Filipa Maria Valinho Moutela Almeida,efetivo
Aveiro,PCTP/MRPP,Ricardo Manuel Monteiro Teixeira,efetivo
Aveiro,PCTP/MRPP,Maria Júlia Gomes dos Santos,efetivo
Aveiro,PCTP/MRPP,Leandro Daniel Pinho dos Santos,efetivo
Aveiro,PCTP/MRPP,Fábia Isabel de Almeida Carvalho,efetivo
Aveiro,PCTP/MRPP,José Manuel Lemos Matos de Carvalho,efetivo
Aveiro,PCTP/MRPP,Cristina Maria Jesus Pereira,efetivo
Aveiro,PCTP/MRPP,Fernando José Sousa Brás,suplente
Aveiro,PCTP/MRPP,António Rodrigues da Cunha,suplente
Aveiro,PCTP/MRPP,Ilda dos Santos Rodrigues Pinto,suplente
Aveiro,PCTP/MRPP,António Guimarães Ferreira,suplente
Aveiro,PDR,Inês de Abreu Tafula,efetivo
Aveiro,PDR,Dora Cristina Pego Lontro,efetivo
Aveiro,PDR,Paulo Jorge Pinho de Lemos,efetivo
Aveiro,PDR,Maria Luis Vidal Santiago,efetivo
Aveiro,PDR,Paulo Adriano Abreu Santos,efetivo
Aveiro,PDR,Hugo Filipe Vicente Soares de Figueiredo,efetivo
Aveiro,PDR,Andreia Alexandra Fonte Garcia,efetivo
Aveiro,PDR,Fábio André Antunes Mendes,efetivo
Aveiro,PDR,Maria Eduarda da Rocha Pego,efetivo
Aveiro,PDR,Antonio Manuel Martins das Neves,efetivo
Aveiro,PDR,Marco André dos Santos Gomes,efetivo
Aveiro,PDR,Olga Ramos de Abreu,efetivo
Aveiro,PDR,Teresa da Conceição Vidal da Silva,efetivo
Aveiro,PDR,Luís Filipe da Conceição Serra,efetivo
Aveiro,PDR,Maria Beatriz Ramos de Abreu,efetivo
Aveiro,PDR,Bruno Daniel Nunes de Almeida,efetivo
Aveiro,PDR,Celeste Ramos de Abreu,suplente
Aveiro,PDR,José Miguel Ferreira Tafula,suplente
Aveiro,PNR,Anselmo Filipe Brandão Gonçalves de Oliveira,efetivo
Aveiro,PNR,Herondina Joaquina de Almeida Figueiredo Araújo,efetivo
Aveiro,PNR,Rui Filipe Fardilho Reis,efetivo
Aveiro,PNR,Artur Marques de Carvalho,efetivo
Aveiro,PNR,Irene Cristina de Sousa Cardoso,efetivo
Aveiro,PNR,Nelson Miguel de Sousa dos Santos,efetivo
Aveiro,PNR,Crisália Joaquina Almeida Figueiredo Araújo,efetivo
Aveiro,PNR,Miguel Carlos Reis Lima,efetivo
Aveiro,PNR,Cristina Rafaela da Silva Oliveira,efetivo
Aveiro,PNR,Fernando Ilídio Moreira de Almeida,efetivo
Aveiro,PNR,Cristiana Alexandra Nunes Cardoso,efetivo
Aveiro,PNR,Hugo Miguel dos Santos Florêncio,efetivo
Aveiro,PNR,Maria do Carmo Clara Mesquita,efetivo
Aveiro,PNR,Jose Antonio Ventura Leal,efetivo
Aveiro,PNR,Carminda Maria dos Santos Silva,efetivo
Aveiro,PNR,José de Almeida Pereira,efetivo
Aveiro,PNR,Anabela Nunes Cardoso,suplente
Aveiro,PNR,José Joaquim Vergueiro de Sousa Pereira Osório,suplente
Aveiro,PNR,Andreia Valente de Oliveira,suplente
Aveiro,PNR,André Ricardo Fernandes Correia,suplente
Aveiro,PNR,Ana Maria Gonçalves Valente Oliveira,suplente
Aveiro,PPD/PSD,Ana Miguel Marques Neves dos Santos,efetivo
Aveiro,PPD/PSD,António André da Silva Topa,efetivo
Aveiro,PPD/PSD,Helga Alexandra Freire Correia,efetivo
Aveiro,PPD/PSD,Bruno Manuel Pereira Coimbra,efetivo
Aveiro,PPD/PSD,Nuno André Maia das Neves,efetivo
Aveiro,PPD/PSD,Carla Manuela de Sousa Madureira,efetivo
Aveiro,PPD/PSD,Rui Miguel Rocha da Cruz,efetivo
Aveiro,PPD/PSD,Liliana Catarina Martins Vieira,efetivo
Aveiro,PPD/PSD,Ângelo José de Jesus Soares,efetivo
Aveiro,PPD/PSD,Paula Cristina Dias Coutinho,efetivo
Aveiro,PPD/PSD,Augusto Manuel da Rocha da Silva,efetivo
Aveiro,PPD/PSD,João Paulo Carvalho da Silva,efetivo
Aveiro,PPD/PSD,Diana Carolina de Jesus Santos Luzio,efetivo
Aveiro,PPD/PSD,Vera Lúcia Sá Marques,efetivo
